eventID,eventDate,eventTime,decimalLatitude,decimalLongitude,verbatimIdentification,scientificName,vernacularName,eventRemarks
bsp1691535,2015-06-25,2015-06-25 15:40:13 UTC,39.950155,-75.2004,House Sparrow,Passer domesticus,House Sparrow,"Found dead and flattened under the bridge, probably run over by a cyclist."
bsp1738016,2015-07-08,2015-07-08 12:45:00 UTC,39.951161,-75.200161,Chimney Swift,Chaetura pelagica,Chimney Swift,"2 dead Chimney Swifts found on ramp to basement of Rosenthal Bldg (West side of building).  Bodies in terrible condition, may have been there for a week or more.  Checked the area because I noticed that the sparrows that flushed when I walked by headed right toward the mirrored windows, turning away only at the last second."
bsp1738069,2015-07-08,2015-07-08 12:45:00 UTC,39.951086,-75.200188,European Starling,Sturnus vulgaris,European Starling,"Dead Starling, body just bones and feathers - dead over a week.  Found at the same time (and in the same area) as 2 dead Chimney Swifts."
bsp1945235,2015-09-14,2015-09-14 12:38:00 UTC,39.94979,-75.200025,Gray Catbird,Dumetella carolinensis,Gray Catbird,"Dead catbird in middle of bank of windows on the west side of Hill Rm 132. Found Monday morning. Not there Friday morning.  Ants had removed the feathers, skin and muscle from much of the skull."
bsp1958906,2015-09-18,,39.954631,-75.196234,Ovenbird,Seiurus aurocapilla,Ovenbird,"Found dead on the awning on the west side of the building, likely after striking the windows near the central hallway of the building."
bsp1959013,2015-09-15,,39.951495,-75.198726,Rose-breasted Grosbeak,Pheucticus ludovicianus,Rose-breasted Grosbeak,Dead Rose-breasted Grosbeak-immature
bsp1959552,2015-09-18,,39.954811,-75.196202,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Found dead on the awning of the west side of the building near the dead ovenbird reported earlier in the afternoon. Likely struck the windows in the middle of the building.
bsp2100133,2015-10-12,2015-10-12 12:23:00 UTC,39.95038,-75.200587,House Sparrow,Passer domesticus,House Sparrow,Dead house sparrow under the Ryan-Old Vet south ped bridge.  Most likely struck a window on the bridge.  Body in good shape.
bsp2301473,2015-09-22,,39.954691,-75.19615,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"*Update* ID'ed as Common Yellowthroat, 10/23. Found dead after striking the windows on the west side of the building."
bsp2301495,2015-10-16,,39.954112,-75.197006,Tennessee Warbler,Leiothlypis peregrina,Tennessee Warbler,"Unknown warbler (needs ID) found dead on the sidewalk outside the north side of the gym. Likely struck one of the 3rd or 4th floor windows. To help ID: The breast and underside of the warbler was pale-to-deep yellow. Closest ID I could find was a Blue-winged Warbler, but this bird lacks the distinctive dark eye mark."
bsp2301510,2015-10-23,,39.954691,-75.19615,Fox Sparrow,Passerella iliaca,Fox Sparrow,"Wood thrush found dead on the east side of the building, half covered in standing water above the eave of the entrance. Likely struck the windows of the side of the building."
bsp2306877,2015-10-23,,39.951089,-75.200173,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Dead white-throated sparrow on the west side of Rosenthal in the driveway to the basement.
bsp2306888,2015-10-23,,39.951068,-75.20017,Домовый воробей,Passer domesticus,House Sparrow,Dead House sparrow on the west side of Rosenthal in the driveway to the basement.
bsp2312357,2015-10-26,2015-10-26 12:40:00 UTC,39.95083,-75.201531,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Dead White-throated Sparrow found by SW corner of Ryan building by dog run.
bsp2319512,2015-10-28,2015-10-28 12:40:00 UTC,39.95106,-75.200165,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,"Dead white-throated sparrow in basement driveway on the west side of the Rosenthal building.  Body in good condition, but some ants present."
bsp3150650,2016-05-11,,39.954691,-75.19615,Gray Catbird,Dumetella carolinensis,Gray Catbird,"Two dead after striking the windows near the elevator banks. One lies on the east side, the other is on the west side just above the entrance."
bsp3150652,2016-05-10,,39.954691,-75.19615,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Two dead after striking the windows near the elevator banks. Both are lying on the west side of the building above the entrance.
bsp3150667,2016-05-10,,39.954691,-75.19615,Ovenbird,Seiurus aurocapilla,Ovenbird,Two dead after striking the windows near the elevator bank on the west side of the building.
bsp3198511,2016-05-14,2016-05-14 20:00:00 UTC,39.953211,-75.198578,Perching Birds,Passeriformes,Perching Birds,"3 dead birds within 20' of each other on the 38th St side of the building. I patrol the building 2x a shift from 3pm-11pm,  they were not there the day prior.  This had to happen earlier in the day, sad. I have photos,  but don't see and option to upload them."
bsp5409842,2017-03-20,,39.951241,-75.197369,American Woodcock,Scolopax minor,American Woodcock,dead American Woodcock on Penn Campus adjacent to
bsp12680640,2018-05-21,2018-05-21 15:38:00 UTC,39.950778,-75.200753,Yellow Warbler,Setophaga petechia,Yellow Warbler,Dead male yellow warbler - window strike.
bsp15452922,2018-08-15,2018-08-15 17:33:26 UTC,39.9489866667,-75.1969383333,Gray Catbird,Dumetella carolinensis,Gray Catbird,Dead
bsp17621224,2018-10-18,,39.950401,-75.189178,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,"At Franklin Field, north side, there is a massive modern glass wall - the Weiss Pavilion. This bird evidently struck the glass; was lying dead on sidewalk."
bsp18173893,2018-11-06,2018-11-06 18:09:13 UTC,39.9614683333,-75.17275,American Woodcock,Scolopax minor,American Woodcock,Dead by Rodin Museum
bsp18290381,2018-11-09,2018-11-09 18:58:00 UTC,39.9477472222,-75.1954194444,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Bird dead a base of windows at Abramson cafeteria.
bsp20805180,2018-11-07,2018-11-07 13:18:00 UTC,39.953342,-75.194355,Ruby-crowned Kinglet,Corthylio calendula,Ruby-crowned Kinglet,"From observer: ""I found another dead bird this morning between the Perelman Center for Political Science and Economics and the Franklin Building Annex.  Photos attached.  I would guess it’s a yellow-bellied flycatcher or a pine warbler."""
bsp21288608,2019-03-16,2019-03-16 16:26:08 UTC,39.9520378113,-75.1733703613,American Woodcock,Scolopax minor,American Woodcock,Dead on the street in Philly
bsp24290103,2019-05-01,2019-05-01 15:00:00 UTC,39.951128,-75.200216,Ovenbird,Seiurus aurocapilla,Ovenbird,Seiurus aurocapilla - Ovenbird  found dead from window strike - Rosenthal Building alley  Penn Vet 5-1-19
bsp24897293,2019-05-09,,39.951069,-75.200183,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,Dead (window strike) black and white warbler (female?).
bsp25131341,2019-05-14,2019-05-14 21:49:23 UTC,39.9947478623,-75.2391261981,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Dead by window.
bsp25456065,2019-05-20,,39.952604,-75.194967,Eastern Wood-Pewee,Contopus virens,Eastern Wood-Pewee,"dead. It had apparently struck the first floor window of the Annenberg Public Policy Center of the University of Pennsylvania, a glass structure located on the 36th St. Walk on Penn's campus."
bsp25832948,2019-01-11,,39.949788,-75.196365,Red-tailed Hawk,Buteo jamaicensis,Red-tailed Hawk,Dead red tailed hawk across from John Morgan Building with twisted neck
bsp26403028,2019-06-04,2019-06-04 18:00:00 UTC,39.950846,-75.2007,Northern Parula,Setophaga americana,Northern Parula,Dead immature male Northern Parula was on the sidewalk next to the Old Vet Building on Delancey St.  Window strike is suspected.
bsp26749419,2019-06-10,,39.94889,-75.195893,Ovenbird,Seiurus aurocapilla,Ovenbird,"This bird lay dead at the base of these large windows of the School of Nursing at U Penn. I have found and logged multiple bird strike deaths at this site. I will email the Dean of Nursing to alert her.

Can you please provide an identification for the species?"
bsp26923183,2019-06-12,2019-06-12 18:30:00 UTC,39.95035,-75.200621,Gray Catbird,Dumetella carolinensis,Gray Catbird,"Dead bird (more than a few days) most likely died following window strike. Found by south bridge connecting the animal hospital and the old vet bldg.  Size, dark grey color with cinnamon colored vent feathers indicates it was a Grey Catbird."
bsp30811779,2019-08-12,,39.952453,-75.186677,Northern Waterthrush,Parkesia noveboracensis,Northern Waterthrush,"Dead bird, likely northern waterthrush on ground approximately 2' away from window.  First set of windows is treated with bird-friendly dots, but bird likely struck window above treatment area."
bsp31132332,2019-08-19,,39.952991,-75.195851,Mourning Dove,Zenaida macroura,Mourning Dove,I found a dead bird in the southeast corner of the Annenberg Plaza
bsp32216365,2019-09-06,2019-09-06 14:19:59 UTC,39.9802640215,-75.1535317499,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Common Yellowthroat. Probable windowstrike. Stunned, not dead."
bsp32911215,2019-09-17,2019-09-17 20:23:18 UTC,39.9620543747,-75.1628936269,American Redstart,Setophaga ruticilla,American Redstart,
bsp34451402,2019-10-16,2019-10-16 12:55:12 UTC,39.9538783383,-75.1915835018,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,"Lauder house courtyard, recent (not yet dead)"
bsp34534091,2019-10-18,2019-10-18 13:11:01 UTC,39.953854022,-75.1916170335,Ovenbird,Seiurus aurocapilla,Ovenbird,"West face of lauder college house courtyard; not dead, but visibly stunned (extremely limited activity even upon approach/waiting 10 minutes)"
bsp34843475,2019-10-24,2019-10-24 20:22:29 UTC,39.95243,-75.1884916667,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp35832567,2019-11-18,2019-11-18 17:23:57 UTC,39.96281167,-75.17455333,American Woodcock,Scolopax minor,American Woodcock,"This sweet little bird was lying dead on the sidewalk in front of Whole Foods in the city.  Why would it be in the city?"
bsp36109866,2019-10-24,2019-10-24 16:00:39 UTC,39.950745,-75.19123833,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,Lauder courtyard
bsp37022257,2019-11-06,2019-11-06 15:23:23 UTC,39.94864167,-75.19576333,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,"Please identify - bird dead, struck windows of Claire Fagin Hall (School of Nursing) at U Penn. Add to Penn Bird Strikes Project."
bsp44322331,2020-04-29,2020-04-29 12:31:29 UTC,39.95011167,-75.18823333,Ovenbird,Seiurus aurocapilla,Ovenbird,Such a beautiful morning. Unfortunately I found this bird dead. I am posting it for the project at the University of Pennsylvania that logs birdstrikes.
bsp44908404,2020-05-04,,39.952047,-75.196192,Blackburnian Warbler,Setophaga fusca,Blackburnian Warbler,"Likely window collision, found dead by Housekeeping staff."
bsp45027333,2020-05-05,2020-05-05 22:21:42 UTC,39.95036667,-75.18865833,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Found dead on ground - birdstrike - at large window I have seen this happen before. I am posting this for the Penn birdstrikes project.
bsp45932723,2020-05-14,2020-05-14 22:21:30 UTC,39.95001167,-75.19584667,Gray Catbird,Dumetella carolinensis,Gray Catbird,It struck a window and was dead. I took this for the Penn birdstrikes project.
bsp46391655,2020-05-18,,39.953095,-75.194943,Ovenbird,Seiurus aurocapilla,Ovenbird,"Dead bird, likely killed by window strike, found by Penn Housekeeping staff."
bsp48203958,2020-06-01,2020-06-01 18:47:10 UTC,39.957955,-75.18782833,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Dead
bsp57568230,2017-03-15,2017-03-15 16:57:02 UTC,39.9819366072,-75.1531055964,American Woodcock,Scolopax minor,American Woodcock,Found dead from window strike. Never seen a bird like it within the city
bsp59370259,2020-09-10,,39.951003,-75.19976,American Redstart,Setophaga ruticilla,American Redstart,Looks like a juvenile/fledgling Redstart. Must have hit the window on Rosenthal (Penn Vet building)
bsp59614918,2020-09-14,2020-09-14 20:55:49 UTC,39.95018,-75.20043,Rose-breasted Grosbeak,Pheucticus ludovicianus,Rose-breasted Grosbeak,
bsp60536472,2020-09-18,,39.953436,-75.197959,Blackburnian Warbler,Setophaga fusca,Blackburnian Warbler,"Penn Housekeeping located dead bird, likely caused by a window collision, outside of Huntsman Hall by the Walnut St entrance."
bsp62142477,2020-10-08,,39.952509,-75.198141,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,"Penn Housekeeping staff found dead bird, likely a bird-window collision victim."
bsp64678234,2020-11-10,,39.952846,-75.201352,Brown Creeper,Certhia americana,Brown Creeper,"Penn Housekeeping staff found dead bird, likely a victim of a window collision."
bsp69829702,2021-01-21,2021-01-21 21:47:55 UTC,39.9477666667,-75.1919166667,Feral Pigeon,Columba livia domestica,Feral Pigeon,
bsp70769562,2021-03-05,2021-03-05 15:38:52 UTC,39.9518783333,-75.1755,American Woodcock,Scolopax minor,American Woodcock,
bsp70896185,2021-03-09,2021-03-09 19:41:25 UTC,39.95432,-75.168975,American Woodcock,Scolopax minor,American Woodcock,
bsp70896414,2021-03-09,2021-03-09 19:49:48 UTC,39.9524783333,-75.1711966667,Common Grackle,Quiscalus quiscula,Common Grackle,
bsp71172426,2021-03-13,,39.945466,-75.186193,House Finch,Haemorhous mexicanus,House Finch,"Male House Finch, recently killed (still quite malleable). One foot seemed slightly deformed - missing a hind toe and a growth on the back of the foot."
bsp72030175,2021-03-25,2021-03-25 17:50:42 UTC,39.9536633333,-75.1989883333,Brown-headed Cowbird,Molothrus ater,Brown-headed Cowbird,3815 Walnut
bsp72094241,2019-05-06,,39.953723,-75.172591,Scarlet Tanager,Piranga olivacea,Scarlet Tanager,
bsp72116302,2021-03-26,,39.953851,-75.174823,Pine Warbler,Setophaga pinus,Pine Warbler,
bsp73050402,2021-04-05,2021-04-05 14:12:00 UTC,40.3826657727,-75.5110529212,Tree Swallow,Tachycineta bicolor,Tree Swallow,"2160 Knight Rd Pennsburg PA 18073, South side of building"
bsp73051053,2021-04-05,2021-04-05 20:35:00 UTC,39.9556717174,-75.1893145205,Mourning Dove,Zenaida macroura,Mourning Dove,"3215 Market St Philadelphia, PA 19104; South side of building"
bsp73191967,2021-04-07,2021-04-07 12:04:07 UTC,39.9534303323,-75.185239292,House Sparrow,Passer domesticus,House Sparrow,Corner 31st and Chestnut outside Post Office
bsp73209485,2021-04-07,2021-04-07 16:40:32 UTC,39.96175833,-75.17782,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,
bsp73247858,2021-04-07,2021-04-07 23:43:11 UTC,40.0303605418,-75.227478222,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,This bird was in a really difficult location. I struggled to take photos of it until I got it out. It hit a north facing window. I’m also not entirely certain it’s a wts but it does have yellow in front of its eyes.
bsp73380491,2021-04-09,2021-04-09 11:50:46 UTC,39.9549400891,-75.1792614803,Louisiana Waterthrush,Parkesia motacilla,Louisiana Waterthrush,"2301 Market Street, PECO building"
bsp73390647,2021-04-09,2021-04-09 14:42:35 UTC,39.9498633333,-75.1979216667,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Richards Building on Med Campus
bsp73424349,2021-04-08,2021-04-08 23:01:20 UTC,39.97492,-75.195859,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,"This sapsucker was lying against the wall that supports the train bridge that crosses Girard Ave. right by the entrance of the Philly Zoo.
I would believe this bird was a window strike victim due to the total lack of visible external injuries, and the fact that it appears to have been a healthy mature bird. However, there are no glass windows in the immediate vicinity of where this bird was found. So I'd assume this bird either hit a car, or hit a window but did not die instantly, and managed to travel at least a little."
bsp74160691,2021-04-16,2021-04-16 15:27:58 UTC,39.9479872829,-75.1926161783,Mourning Dove,Zenaida macroura,Mourning Dove,
bsp74674536,2021-04-20,2021-04-20 21:01:18 UTC,39.8757065395,-75.2457904816,American Woodcock,Scolopax minor,American Woodcock,Probable collision with PHL ramp tower
bsp74693571,2021-04-20,2021-04-20 21:06:56 UTC,39.9514099074,-75.180097643,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,3401 Walnut St
bsp74727262,2021-04-21,2021-04-21 12:00:32 UTC,39.9543198997,-75.1783662662,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,"2301 Market Street (PECO Building)"
bsp75297551,2021-04-26,2021-04-26 10:15:42 UTC,39.9515626208,-75.149702523,House Sparrow,Passer domesticus,House Sparrow,"Slightly desiccated, found two feet from building in between two large plate glass windows"
bsp75421812,2021-04-27,2021-04-27 09:47:29 UTC,39.951427117,-75.1501119314,Ovenbird,Seiurus aurocapilla,Ovenbird,Bird Collision Survey (under permit). Hit Visitors Center Entrance Door (West). Moved to a safe location. Observed several times to check on it. After 1.5 hrs it was gone. SP2021-01
bsp75532466,2021-04-28,2021-04-28 12:25:23 UTC,39.9542557168,-75.1786711072,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,"just the head, found outside PECO building on the sidewalk"
bsp75644087,2021-04-29,2021-04-29 11:39:44 UTC,39.9497721611,-75.1504791056,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp75789973,2021-04-30,2021-04-30 09:46:59 UTC,39.9536993204,-75.1493173215,Gray Catbird,Dumetella carolinensis,Gray Catbird,"5 ft from glass, cold, stiff, smashed"
bsp75790499,2021-04-30,2021-04-30 10:01:08 UTC,39.9533212122,-75.1491842113,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,"22ft from window, cold, stiff, smashed"
bsp75790666,2021-04-30,2021-04-30 10:19:37 UTC,39.9502186941,-75.1507388266,Ovenbird,Seiurus aurocapilla,Ovenbird,"84 ft from window, warm, not stiff, smashed"
bsp75889151,2021-04-30,2021-04-30 18:22:33 UTC,39.953945,-75.19137,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp75905821,2021-04-30,2021-04-30 19:29:17 UTC,39.9539014622,-75.1944962625,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,"Window collision"
bsp75936050,2021-04-30,2021-04-30 20:50:37 UTC,40.0291423762,-75.2302859058,Rock Pigeon,Columba livia,Rock Pigeon,Under the train track bridge. Found in almost the exact location that I previously found a deceased pigeon a few weeks ago.
bsp76230625,2021-05-01,2021-05-01 18:24:30 UTC,39.9507993227,-75.1657840424,Ovenbird,Seiurus aurocapilla,Ovenbird,East side of building
bsp76322589,2021-05-01,2021-05-01 22:34:17 UTC,39.9544965718,-75.1917236507,Ovenbird,Seiurus aurocapilla,Ovenbird,North side of building
bsp76335277,2021-05-01,2021-05-01 22:31:41 UTC,39.93285494,-75.16297718,House Sparrow,Passer domesticus,House Sparrow,
bsp76477960,2021-05-02,2021-05-02 09:48:00 UTC,39.9541140302,-75.1496157703,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,"Window strike 0 ft from glass overhang, 10 feet from building."
bsp76479212,2021-05-02,2021-05-02 09:56:25 UTC,39.9537816459,-75.149304634,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,"Window strike. Found 5 ft from glass window overhang, 15 feet from building."
bsp76488691,2021-05-02,2021-05-02 10:54:33 UTC,39.9537503769,-75.1493285054,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Window strike five feet from building. Moved to shelter away from windows and recovered.
bsp76892325,2021-05-03,2021-05-03 09:59:02 UTC,39.9527972356,-75.1509553067,Wood Thrush,Hylocichla mustelina,Wood Thrush,"Window strike, 5 ft from all window overhang, 15 ft from ground floor of building."
bsp76900154,2021-05-03,2021-05-03 10:46:55 UTC,39.9509074842,-75.1491217378,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, found alive and moved to a more sheltered area away from building."
bsp76906402,2021-05-03,2021-05-03 09:44:08 UTC,39.9533094681,-75.149109633,paruline masquée,Geothlypis trichas,Common Yellowthroat,"Window strike, found alive and stunned, relocated to a more sheltered area away from building."
bsp76910652,2021-05-03,2021-05-03 11:58:40 UTC,39.9493979384,-75.1502971849,Ovenbird,Seiurus aurocapilla,Ovenbird,Window strike at Liberty Bell viewing glass window. Inaccessible garden so apologies for the distant photos. Ovenbird ID made due to clear view of spotted breast and olive back.
bsp77251217,2021-05-04,2021-05-04 12:03:36 UTC,39.9577904171,-75.1894720318,Ovenbird,Seiurus aurocapilla,Ovenbird,"3301 Arch Street, Bentley Hall"
bsp77266199,2021-05-04,2021-05-04 13:23:43 UTC,39.9541733012,-75.1790733094,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,"Found still alive, taking it to a rehab. Hit the north side of the building."
bsp77287117,2021-05-04,2021-05-04 15:40:19 UTC,39.9497500027,-75.195945,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,
bsp77287666,2021-05-04,2021-05-04 15:45:46 UTC,39.949855,-75.1979966667,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,
bsp77287892,2021-05-04,2021-05-04 15:45:37 UTC,39.9498883333,-75.1979966667,Rose-breasted Grosbeak,Pheucticus ludovicianus,Rose-breasted Grosbeak,Stunned - by Richards Building. Flew away.
bsp77290642,2021-05-04,2021-05-04 15:59:03 UTC,39.9479716667,-75.1953716667,Northern Parula,Setophaga americana,Northern Parula,
bsp77297738,2021-05-04,2021-05-04 16:33:54 UTC,39.9547896551,-75.1729498771,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,West side of building in a flower pot
bsp77357754,2021-05-04,2021-05-04 21:23:28 UTC,39.876196186,-75.2416035533,Gołąb miejski,Columba livia domestica,Feral Pigeon,Window strike - left a dusty outline on glass
bsp77358323,2021-05-04,2021-05-04 22:15:44 UTC,40.0319445212,-75.2292609131,Birds,Aves,Birds,I’m not sure what type of baby bird this is. I found them on the north side and roughly 3 feet from the building. I did not notice a nest anywhere.
bsp77517065,2021-05-04,2021-05-04 16:30:27 UTC,39.9524036438,-75.1933852744,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp77582886,2021-05-06,2021-05-06 10:16:04 UTC,39.9506476111,-75.1472514028,Ovenbird,Seiurus aurocapilla,Ovenbird,"This bird was clearly disoriented. I watched him fly into the glass again before flying away.

Re: this bird was spotted again flapping in the street. I was able to grab him and send him to the Schuylkill Center rehab clinic. Hopefully he will live."
bsp77594330,2021-05-06,2021-05-06 12:37:16 UTC,39.9586311786,-75.1882985489,Ovenbird,Seiurus aurocapilla,Ovenbird,3210 Cherry St. North side of building. Lindy Center.
bsp77595392,2021-05-06,2021-05-06 12:48:53 UTC,39.9577640517,-75.1897478977,Ovenbird,Seiurus aurocapilla,Ovenbird,"3301 Arch St Bentley Hall. West side of building."
bsp77596910,2021-05-06,2021-05-06 12:10:32 UTC,39.950875,-75.1474647,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp77604435,2021-05-06,2021-05-06 14:06:55 UTC,39.9543408582,-75.1791509716,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,"2301 Market St. PECO building, W side of building."
bsp77660835,2021-05-06,2021-05-06 20:05:17 UTC,40.032036065,-75.2293100256,Perching Birds,Passer domesticus,House Sparrow,Maybe a house sparrow? South side of building
bsp77677376,2021-05-06,2021-05-06 23:23:33 UTC,39.9539866667,-75.1914833333,Tennessee Warbler,Leiothlypis peregrina,Tennessee Warbler,
bsp77680587,2021-05-06,2021-05-06 23:50:13 UTC,39.9485633333,-75.1957166667,Northern Waterthrush,Parkesia noveboracensis,Northern Waterthrush,Eastside BRB
bsp77740184,2021-05-07,2021-05-07 12:43:59 UTC,39.9548287131,-75.1791662537,Ovenbird,Seiurus aurocapilla,Ovenbird,"2301 Market St, PECO building, west side."
bsp77834250,2021-05-07,2021-05-07 09:49:56 UTC,39.9537806089,-75.1492325479,Black-throated Blue Warbler,Setophaga caerulescens,Black-throated Blue Warbler,"Female, window collision"
bsp77834433,2021-05-07,2021-05-07 10:28:01 UTC,39.9521154456,-75.1497531864,Northern Parula,Setophaga americana,Northern Parula,Window collision
bsp77834615,2021-05-07,2021-05-07 10:41:44 UTC,39.95100302,-75.1484153985,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window collision, seemed to recover eventually"
bsp77834892,2021-05-07,2021-05-07 11:15:38 UTC,39.9537750387,-75.1492346721,Northern Waterthrush,Parkesia noveboracensis,Northern Waterthrush,Window collision
bsp77910463,2021-05-08,2021-05-08 15:44:13 UTC,40.0318675,-75.2243432,House Sparrow,Passer domesticus,House Sparrow,Fell from nest most likely. North side of building. I’m guessing it’s a house sparrow
bsp77910886,2021-05-08,2021-05-08 15:44:02 UTC,40.0318675,-75.2243432,House Sparrow,Passer domesticus,House Sparrow,Likely the fourth baby house sparrow I found this week. East side of building
bsp78032708,2021-05-09,2021-05-09 09:30:36 UTC,39.9506105008,-75.1508905174,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, 2 feet from window"
bsp78034586,2021-05-09,2021-05-09 09:51:35 UTC,39.9519516841,-75.1496474637,Veery,Catharus fuscescens,Veery,"Window strike, 2 feet from window"
bsp78034801,2021-05-09,2021-05-09 09:54:39 UTC,39.9519559774,-75.1496372081,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,"Window strike, 1 foot from window. Wet from rain yesterday."
bsp78035464,2021-05-09,2021-05-09 10:08:55 UTC,39.9530648141,-75.1497191753,Veery,Catharus fuscescens,Veery,"Window strike, 3 feet from window bay 1 (counting from corner of arch and independence)"
bsp78037172,2021-05-09,2021-05-09 10:24:40 UTC,39.9515817018,-75.1500744516,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, 0 fr from window"
bsp78204701,2021-05-10,2021-05-10 09:49:04 UTC,39.9533937313,-75.1488812641,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, 3 ft from window overhang, warm, not stiff."
bsp78205854,2021-05-10,2021-05-10 10:11:38 UTC,39.9511351005,-75.1500837063,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,"Window strike, 3 ft from glass of gift shop, cold and wet - presumed overnight strike"
bsp78206094,2021-05-10,2021-05-10 10:19:57 UTC,39.9496523409,-75.1501175097,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Male common yellowthroat, live window strike, flew into glass twice before turning and flying back across the field to the trees."
bsp78206633,2021-05-10,2021-05-10 09:56:16 UTC,39.9531730792,-75.149482882,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, 2 feet from Cafe window, warm and stiff."
bsp78242712,2021-05-10,2021-05-10 16:52:46 UTC,39.9544739036,-75.1791829484,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"2301 Market St, PECO building, W side."
bsp78261616,2021-05-10,2021-05-10 09:45:41 UTC,39.9533077231,-75.1492318576,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, live and stunned, found next to Exit Door. Moved to a secluded space to rest, gone when I returned with a box."
bsp78274434,2021-05-10,2021-05-10 21:14:10 UTC,39.8760497813,-75.241378583,Ovenbird,Seiurus aurocapilla,Ovenbird,Possible window strike
bsp78348752,2021-05-11,2021-05-11 14:42:36 UTC,39.9565116667,-75.1880283333,Gray Catbird,Dumetella carolinensis,Gray Catbird,not sure about the age of the bird...maybe it fell instead of hitting the building
bsp78368758,2021-05-11,2021-05-11 17:37:38 UTC,39.9479633333,-75.1958783333,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp78377149,2021-05-10,,39.949371,-75.1987,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp78390675,2021-05-11,2021-05-11 20:40:59 UTC,40.0299914606,-75.2264763095,European Starling,Sturnus vulgaris,European Starling,Maybe a starling? South side of house
bsp78452136,2021-05-12,2021-05-12 12:46:53 UTC,39.9579418777,-75.1896945108,Ovenbird,Seiurus aurocapilla,Ovenbird,"3201 Arch St, Bentley Hall, S side of building."
bsp78452693,2021-05-12,2021-05-12 12:55:07 UTC,39.9582406506,-75.1908113156,Gray Catbird,Dumetella carolinensis,Gray Catbird,"118 N 34 St, found with 2 other dead birds"
bsp78452928,2021-05-12,2021-05-12 12:57:36 UTC,39.958250667,-75.1908081305,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,118 N 34 st found next to 2 other dead birds
bsp78453232,2021-05-12,2021-05-12 13:00:44 UTC,39.9578949809,-75.1911097114,Ovenbird,Seiurus aurocapilla,Ovenbird,"118 N 34 St, found next to 2 other dead birds. E side of building."
bsp78461821,2021-05-11,2021-05-11 18:24:00 UTC,39.951725571,-75.1690052487,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,
