eventID,eventDate,eventTime,decimalLatitude,decimalLongitude,verbatimIdentification,scientificName,vernacularName,eventRemarks
bsp94164678,2021-09-08,2021-09-08 13:51:07 UTC,39.981859,-75.153889,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp94340854,2021-09-10,2021-09-10 16:50:10 UTC,39.982945933,-75.1538587735,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, 5 feet from window, limp and warm (potentially warm from sun)"
bsp94341319,2021-09-10,2021-09-10 16:54:03 UTC,39.9827669375,-75.153815439,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, 2 feet from glass, south side bike racks. Cold and stiff."
bsp94493700,2021-09-11,2021-09-12 01:10:00 UTC,39.960922,-75.170649,Red-eyed Vireo,Vireo olivaceus,Red-eyed Vireo,
bsp94661169,2021-09-10,2021-09-10 13:50:53 UTC,39.9801659722,-75.156002,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp94725830,2021-09-13,2021-09-13 16:50:57 UTC,39.9817386037,-75.1544732508,Ovenbird,Seiurus aurocapilla,Ovenbird,"5 feet from building, found crushed so it was disposed of. Beury Hall exit doors."
bsp94726157,2021-09-13,2021-09-13 16:55:24 UTC,39.9827622855,-75.1537280158,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, less than one foot from building, cold and stiff. Presser Hall south bike racks."
bsp94728425,2021-09-13,2021-09-13 17:09:52 UTC,39.9804810668,-75.1526304056,Ovenbird,Seiurus aurocapilla,Ovenbird,"Windowstrike, 3 feet from glass. Cold and not stiff."
bsp94732040,2021-09-13,2021-09-13 17:46:26 UTC,39.9828919536,-75.1540599392,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, 2 ft from glass. Stiff. Presser hall south entrance bike racks."
bsp94818457,2021-09-14,2021-09-14 13:40:05 UTC,39.95253,-75.1864616667,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Left Bank- left side of doors
bsp94829379,2021-09-14,2021-09-14 12:00:00 UTC,39.9550853514,-75.1696794155,Connecticut Warbler,Oporornis agilis,Connecticut Warbler,"Found by someone else on the sidewalk next to Comcast Tech Center, along 18th between Arch and Cuthbert. She brought the bird across Arch St. to the Red Square, which is where she met me as I was birding the square. Bird was dazed but upright and alert. I took it to Schuylkill Center Wildlife Clinic."
bsp94866720,2021-09-13,2021-09-13 18:39:00 UTC,39.9824101148,-75.153131038,Veery,Catharus fuscescens,Veery,
bsp94881069,2021-06-15,2021-06-15 13:30:50 UTC,40.0165753823,-75.1928578737,House Wren,Troglodytes aedon,House Wren,"Found next to sidewalk in leafy residential section of East Falls, near the road and away from houses. Bird fully in tact."
bsp94882014,2021-09-14,2021-09-14 15:06:56 UTC,39.980254,-75.155358,American Redstart,Setophaga ruticilla,American Redstart,
bsp94882142,2021-09-14,2021-09-14 15:00:43 UTC,39.9808659722,-75.1563759722,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp94882237,2021-09-14,2021-09-14 15:13:34 UTC,39.98048,-75.1531679722,Chestnut-sided Warbler,Setophaga pensylvanica,Chestnut-sided Warbler,
bsp94934898,2021-09-15,2021-09-15 15:30:35 UTC,39.950005,-75.19757,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,East side of Richards Building along Hamilton Walk
bsp94962844,2021-09-15,2021-09-15 18:56:13 UTC,39.9788810415,-75.1577596703,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,"Window strike, 3 ft from door of PearsonMcGonigle side entrance. Stepped on and too damaged to collect."
bsp94986465,2021-09-15,2021-09-15 22:31:11 UTC,39.953792582,-75.1730024712,Virginia Rail,Rallus limicola,Virginia Rail,
bsp95036854,2021-09-16,2021-09-16 14:48:35 UTC,39.9801813348,-75.1569745607,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, 1 ft from building. Unable to collect."
bsp95043612,2021-09-16,2021-09-16 15:47:59 UTC,39.9498966667,-75.1977216667,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp95076242,2021-09-16,2021-09-16 20:35:41 UTC,39.9811458467,-75.1575943299,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,
bsp95142461,2021-09-17,2021-09-17 13:34:49 UTC,39.981695,-75.1530479722,Connecticut Warbler,Oporornis agilis,Connecticut Warbler,
bsp95150466,2021-09-17,2021-09-17 15:10:57 UTC,39.9813563902,-75.153337082,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"dead, likely window strike, hard to identify but I believe common yellow-throat. Did not collect"
bsp95150672,2021-09-17,2021-09-17 15:13:05 UTC,39.981395442,-75.1532601684,Red-eyed Vireo,Vireo olivaceus,Red-eyed Vireo,"Located in the potted plant area to the right of the walkway into SERC. Did not collect, could potentially be predation because the birds head is not present."
bsp95168316,2021-09-17,2021-09-17 17:44:04 UTC,39.9861231159,-75.1567095982,Ovenbird,Seiurus aurocapilla,Ovenbird,Window strike bird exhibiting some signs of stun. Attempted to capture it for rehab transport but it flies away. Witnessed it fly at low speeds into glass twice.
bsp95176485,2021-09-15,2021-09-15 17:56:17 UTC,39.9803769722,-75.1536069722,Tennessee Warbler,Setophaga tigrina,Cape May Warbler,
bsp95220695,2021-09-16,2021-09-16 20:04:14 UTC,39.981413,-75.153416,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp95220761,2021-09-17,2021-09-17 17:09:56 UTC,39.980176,-75.1555489722,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp95221096,2021-09-17,2021-09-17 17:23:38 UTC,39.9801489722,-75.153739,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp95221204,2021-09-17,2021-09-17 22:43:24 UTC,39.981428,-75.1523559722,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp95323593,2021-09-18,2021-09-18 21:59:01 UTC,39.9526235,-75.1710263,Blackburnian Warbler,Setophaga fusca,Blackburnian Warbler,
bsp95397706,2021-09-19,2021-09-19 14:12:59 UTC,40.0318871835,-75.2255936144,Gray Catbird,Dumetella carolinensis,Gray Catbird,"Remnants of a catbird either squished by a car or attacked by an animal, possibly a cat"
bsp95420701,2021-09-19,2021-09-19 17:07:16 UTC,39.9514329061,-75.1659700662,Northern Parula,Setophaga americana,Northern Parula,W Hotel building. Will add to project later.
bsp95456524,2021-09-19,2021-09-19 21:15:55 UTC,39.9777264123,-75.1594598083,Wood Thrush,Hylocichla mustelina,Wood Thrush,"Found dead upon discovery, he is in front of mailboxes of Edge off of 15th street enterance. Window he likely hit is north-side of building called, ""the edge"" Window strike. Not sure whether wood thrush or Oven bird. Collected and will be given to Maria Pacheco."
bsp95534960,2021-09-20,2021-09-20 13:57:31 UTC,39.9499083333,-75.19783,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp95538250,2021-09-20,2021-09-20 14:33:05 UTC,39.9808286331,-75.1567584591,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, ten feet from Wachman Hall building. Cold and stiff. Collected."
bsp95538786,2021-09-20,2021-09-20 14:37:43 UTC,39.9807777872,-75.1563272648,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, 3 ft from building. Collected."
bsp95558220,2021-09-20,2021-09-20 17:40:33 UTC,39.9816709286,-75.1539503666,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Dead upon discovery, likely window strike, located in between the Biology-life Science building and Beury. Probably hit Biology building on NE side. Location with bird is shown in second photo. Did not collect."
bsp95580984,2021-09-20,2021-09-20 20:55:09 UTC,39.9572647268,-75.1879947838,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"25 N 33rd St, Philadelphia PA 19104, E side"
bsp95643369,2021-09-21,2021-09-21 11:25:59 UTC,39.9518819326,-75.1496612563,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, partially decomposed. One foot from glass. Disposed."
bsp95713588,2021-09-21,2021-09-21 17:59:55 UTC,39.980449,-75.1534319722,paruline masquée,Geothlypis trichas,Common Yellowthroat,
bsp95713645,2021-09-21,2021-09-21 17:48:48 UTC,39.9809309722,-75.156242,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp95713670,2021-09-20,2021-09-20 14:34:29 UTC,39.98042,-75.1535599722,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp95714931,2021-09-20,2021-09-20 14:13:29 UTC,39.9808809722,-75.1565269722,Veery,Catharus fuscescens,Veery,
bsp95785023,2021-09-22,2021-09-22 19:33:14 UTC,39.9783065077,-75.1577235014,Northern Flicker,Colaptes auratus,Northern Flicker,"Looks like it has been either stepped on or eaten by another predator. The wings were yellow shafted and it appears the majority of the bird is missing (head, torso, most of wings). The bird is to the right of the cecil b moore. Northbound station stairs in front of morgan hall."
bsp96090415,2021-09-25,2021-09-25 15:05:01 UTC,39.9563916667,-75.1461028333,Northern Flicker,Colaptes auratus,Northern Flicker,
bsp96215727,2021-09-26,2021-09-26 12:23:37 UTC,39.7366110173,-75.551093385,House Sparrow,Passer domesticus,House Sparrow,
bsp96383145,2021-09-27,2021-09-27 17:13:08 UTC,39.9534533333,-75.19477,Chestnut-sided Warbler,Setophaga pensylvanica,Chestnut-sided Warbler,
bsp96384583,2021-09-27,2021-09-27 17:21:13 UTC,39.9540633333,-75.191895,Northern Parula,Setophaga americana,Northern Parula,
bsp96386442,2021-09-27,2021-09-27 17:44:40 UTC,39.9533916667,-75.20202,Red-breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,New College House West - east side
bsp96386673,2021-09-27,2021-09-27 17:39:50 UTC,39.9530966667,-75.2022466667,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp96437038,2021-09-27,2021-09-27 18:50:07 UTC,39.9587253578,-75.1936431897,Ovenbird,Seiurus aurocapilla,Ovenbird,3600 Lancaster
bsp96569930,2021-09-29,,39.950896,-75.212506,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,Juvenile. Window strike at the Stonehurst building at 419 S 45th st. Still warm when found just after 8 am. Collected for Academy of Natural Sciences.
bsp96691195,2021-09-30,2021-09-30 15:39:52 UTC,39.9558216667,-75.1425638333,Blackpoll Warbler,Setophaga striata,Blackpoll Warbler,Warbler found dead in front of building with those big glass bird killer windows.
bsp96736219,2021-09-30,2021-09-30 18:14:44 UTC,39.979984,-75.1554589722,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp96736264,2021-09-30,2021-09-30 18:02:19 UTC,39.9813869722,-75.1532629722,Black-throated Green Warbler,Setophaga virens,Black-throated Green Warbler,
bsp96736332,2021-09-30,2021-09-30 18:01:49 UTC,39.9814849722,-75.1533639722,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp96782552,2021-10-01,2021-10-01 13:41:15 UTC,39.95392,-75.202125,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,
bsp96812227,2021-10-01,2021-10-01 18:54:52 UTC,39.9807501405,-75.1570985132,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, north end of Pearson-McGonigal Building, Temple Campus."
bsp96830792,2021-10-01,2021-10-01 22:04:48 UTC,39.9800638572,-75.1555283369,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Found dead in flower area. East side of building, I did collect"
bsp96999249,2021-09-29,2021-09-29 18:00:00 UTC,40.0150368923,-75.2003760027,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp97000828,2021-10-03,2021-10-03 11:12:52 UTC,39.9813027778,-75.1539805556,Northern Waterthrush,Parkesia noveboracensis,Northern Waterthrush,"Probable window strike, north face of Paley Hall."
bsp97001388,2021-10-03,2021-10-03 11:18:49 UTC,39.98015,-75.1554777778,Lincoln's Sparrow,Melospiza lincolnii,Lincoln's Sparrow,"Window strike, Tuttleman Hall west side by corner of 13th & Montgomery."
bsp97003157,2021-10-03,2021-10-03 11:41:35 UTC,39.98025,-75.1533638889,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, west side entrance, Tech Center, 12th and Montgomery."
bsp97064734,2021-10-03,2021-10-03 20:23:48 UTC,39.9552416667,-75.17858,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Window strike.
bsp97066265,2021-10-03,2021-10-03 20:32:22 UTC,39.9546140309,-75.1732509986,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Stunned on sidewalk in front of multistory building
bsp97136296,2021-10-04,2021-10-04 12:32:42 UTC,39.9721403084,-75.1755272949,Feral Pigeon,Columba livia domestica,Feral Pigeon,"Presumed car strike, has two separate bands - the white one crumbled apart when I tried to turn it to read it."
bsp97158931,2021-10-04,2021-10-04 16:49:27 UTC,39.9829682005,-75.1538382798,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,"Window strike, 1 ft from glass, Presser Hall south entrance bike racks"
bsp97159104,2021-10-04,2021-10-04 16:58:46 UTC,39.9540005727,-75.195091414,Belted Kingfisher,Megaceryle alcyon,Belted Kingfisher,Across from ICA on Sansom
bsp97162406,2021-10-04,2021-10-04 17:35:55 UTC,39.9535916667,-75.2012783333,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp97370962,2021-10-06,2021-10-06 13:42:24 UTC,39.982105,-75.1556166667,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,"Dead, hit window"
bsp97379271,2021-10-06,2021-10-06 20:00:05 UTC,39.980949849,-75.1509423821,Brown Thrushes and Nightingale-Thrushes,Catharus ustulatus,Swainson's Thrush,Window strike on new apartment complex. 1 ft from building. Stiff.
bsp97387736,2021-10-06,2021-10-06 21:24:28 UTC,39.9754607408,-75.1309497093,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,"Window strike, dead upon arrival"
bsp97391486,2021-09-29,,39.955895,-75.168053,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp97443589,2021-10-07,2021-10-07 13:50:00 UTC,39.9523637983,-75.1866546175,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,FRES
bsp97451036,2021-10-07,,39.947357,-75.180358,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,Dead SWTH found in Fitler Square at ~ 24th and Pine St. Apparent window strike victim.
bsp97452688,2021-10-07,2021-10-07 14:30:00 UTC,39.952882,-75.168525,Eastern Whip-poor-will,Antrostomus vociferus,Eastern Whip-poor-will,Window strike. Found deceased in planter. ID’d as rufous morf.
bsp97479100,2021-10-07,2021-10-07 20:06:04 UTC,39.9497383333,-75.1978216667,House Sparrow,Passer domesticus,House Sparrow,
bsp97571424,2021-10-08,2021-10-08 18:57:41 UTC,39.9800357137,-75.1550758117,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,"Found up against building on west side. Dead upon discovery, window strike."
bsp97602472,2021-10-08,2021-10-09 00:48:59 UTC,39.9814781,-75.1546489567,Wood Thrush,Hylocichla mustelina,Wood Thrush,"3ft from window, dead upon arrival, north side of paley library"
bsp97724889,2021-09-28,2021-09-28 16:24:09 UTC,39.9532366667,-75.20202,New World Warblers,Parulidae,New World Warblers,New College House West
bsp97752421,2021-10-07,2021-10-07 21:39:36 UTC,39.9431716667,-75.1766583333,Wood Thrush,Hylocichla mustelina,Wood Thrush,
bsp97903980,2021-10-11,2021-10-11 16:02:26 UTC,39.982568915,-75.1548568067,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Window strike, 1 ft from glass"
bsp97911472,2021-10-11,2021-10-11 17:04:01 UTC,39.9813802354,-75.1559187938,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,Window strike on sky bridge
bsp97927569,2021-10-11,2021-10-11 19:32:47 UTC,39.980035479,-75.1557884379,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Found dead upon arrival, pretty far from the building, on the curb beside the road but definitely window strike. South side of building (alter hall) off of montgomery ave. I did collect"
bsp97964857,2021-10-11,2021-10-11 14:31:46 UTC,39.980001,-75.155253,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp98189327,2021-10-14,2021-10-14 13:14:06 UTC,39.9538383333,-75.1910866667,Palm Warbler,Setophaga palmarum,Palm Warbler,
bsp98189681,2021-10-14,2021-10-14 13:12:36 UTC,39.9540716667,-75.191345,Yellow-rumped Warbler,Setophaga coronata,Yellow-rumped Warbler,
bsp98204674,2021-10-14,2021-10-14 16:27:51 UTC,39.9534616667,-75.2016833333,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,
bsp98207388,2021-10-14,2021-10-14 16:45:42 UTC,39.9535916667,-75.1942883333,American Robin,Turdus migratorius,American Robin,
bsp98226451,2021-10-14,2021-10-14 19:50:29 UTC,39.9589216667,-75.1755916667,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp98231728,2021-10-13,2021-10-13 13:42:44 UTC,39.9545181292,-75.179008682,Mourning Dove,Zenaida macroura,Mourning Dove,
bsp98239511,2021-10-14,2021-10-14 16:07:35 UTC,39.960105,-75.175895,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp98239775,2021-10-13,2021-10-13 19:33:11 UTC,39.9568783333,-75.1777333333,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp98278521,2021-10-15,2021-10-15 14:30:13 UTC,39.9755950027,-75.1308833333,Hermit Thrush,Catharus guttatus,Hermit Thrush,Another thrush window strike victim at Memphis Flats. Reddish tail suggests HETH.
bsp98283215,2021-10-15,,39.943417,-75.164388,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp98337634,2021-10-15,2021-10-15 10:46:21 UTC,39.981951,-75.1556049722,Field Sparrow,Spizella pusilla,Field Sparrow,
bsp98513517,2021-10-17,2021-10-17 17:42:51 UTC,39.9522483239,-75.1787436069,Perching Birds,Passeriformes,Perching Birds,
bsp98513791,2021-10-17,2021-10-17 17:45:06 UTC,39.9516825658,-75.1776948944,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp98541797,2021-10-03,2021-10-03 21:58:37 UTC,39.9561652,-75.169537,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,
bsp98712285,2021-10-19,2021-10-19 16:30:36 UTC,39.954769956,-75.1880385821,Lincoln's Sparrow,Melospiza lincolnii,Lincoln's Sparrow,"15 S 33rd St, E side"
bsp98720108,2021-10-19,2021-10-19 17:58:59 UTC,39.9538283333,-75.1946116667,American Robin,Turdus migratorius,American Robin,Sansom side of building
bsp98720883,2021-10-19,2021-10-19 18:08:28 UTC,39.95395,-75.191475,Red-breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,"Lauder House courtyard West Side Center by doors about 3 feet from glass"
bsp98739406,2021-10-19,2021-10-19 17:08:11 UTC,39.980535,-75.1534809722,Song Sparrow,Melospiza melodia,Song Sparrow,
bsp98782247,2021-10-19,2021-10-19 17:40:14 UTC,39.9808799722,-75.1563629722,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,
bsp98797001,2021-10-20,2021-10-20 15:27:53 UTC,39.9816610443,-75.152554808,Song Sparrow,Melospiza melodia,Song Sparrow,"Found right up against window in flower bed, dead upon arrival, not warm but not stiff"
bsp98806095,2021-10-20,2021-10-20 13:20:32 UTC,39.9476361111,-75.1939333333,Tennessee Warbler,Leiothlypis peregrina,Tennessee Warbler,"Very small warbler, window strike at pedestrian bridge between CHOP and Abramson at Upenn"
bsp98847963,2021-10-20,2021-10-20 15:25:10 UTC,39.980566,-75.156102,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp98848088,2021-10-20,2021-10-20 16:40:49 UTC,39.9801689722,-75.153613,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp98852134,2021-10-16,2021-10-16 15:52:35 UTC,39.9804049722,-75.153484,Reyezuelo Matraquita,Corthylio calendula,Ruby-crowned Kinglet,
bsp98897182,2021-10-21,2021-10-21 17:27:19 UTC,40.193475,-75.4590083333,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,
bsp98934270,2021-10-21,2021-10-21 17:17:28 UTC,39.980358,-75.1536579722,Song Sparrow,Melospiza melodia,Song Sparrow,
bsp98934349,2021-10-21,2021-10-21 17:38:54 UTC,39.9805319722,-75.156057,Northern Parula,Setophaga americana,Northern Parula,
bsp98934464,2021-10-21,2021-10-21 13:39:54 UTC,39.9806689722,-75.156282,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,
bsp98981775,2021-10-22,2021-10-22 12:15:00 UTC,39.9807120109,-75.1568076685,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,Window strike on glass roof over back entrance of Wachman Hall
bsp98981861,2021-10-22,2021-10-22 14:37:35 UTC,39.9807598474,-75.1563791973,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,"Window strike, smashed"
bsp99005135,2021-10-22,2021-10-22 18:58:00 UTC,39.9801490571,-75.1578610042,Ruby-crowned Kinglet,Corthylio calendula,Ruby-crowned Kinglet,Window strike at doorway entrance to Pearson-McGonigal. Smashed.
bsp99090362,2021-10-23,2021-10-23 14:41:34 UTC,40.025467842,-75.2084395926,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,South side of Stanley’s true value in front of windows.
bsp99160578,2021-10-09,2021-10-09 22:31:23 UTC,39.9473833333,-75.1745083333,Brown Creeper,Certhia americana,Brown Creeper,
bsp99164143,2021-10-01,2021-10-01 20:45:21 UTC,39.9473970471,-75.1747488534,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,"Picked up at south side of Delaney in front of Rosenbach Museum, photo taken while standing in Rittenhouse Square."
bsp99164447,2021-08-29,2021-08-29 12:03:21 UTC,39.9488616667,-75.17253,Blackburnian Warbler,Setophaga fusca,Blackburnian Warbler,"This bird was seen alive but likely stunned, hopping on the ground, the evening before."
bsp99261301,2021-10-24,,39.945639,-75.186611,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Six dead birds around the second story pavilion facing the river.
bsp99286102,2021-10-23,2021-10-23 15:05:51 UTC,39.981368,-75.15259,Song Sparrow,Melospiza melodia,Song Sparrow,
bsp99344256,2021-10-25,2021-10-25 13:41:30 UTC,39.9794536505,-75.15540471,Song Sparrow,Melospiza melodia,Song Sparrow,
bsp99344557,2021-10-25,2021-10-25 13:27:20 UTC,39.9601357798,-75.197606879,House Sparrow,Passer domesticus,House Sparrow,Killed by a cat
bsp99408527,2021-10-25,2021-10-26 00:40:13 UTC,39.9789199524,-75.1550719985,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,"South side of student center, point on map may not be super accurate but it is on steps nearby."
bsp99414564,2021-10-25,2021-10-25 17:14:27 UTC,39.981569,-75.152629,Hermit Thrush,Catharus guttatus,Hermit Thrush,
bsp99414636,2021-10-25,2021-10-25 17:14:48 UTC,39.9815979722,-75.15273,American Woodcock,Scolopax minor,American Woodcock,
bsp99414723,2021-10-25,2021-10-25 17:21:09 UTC,39.981484,-75.15218,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,
bsp99500778,2021-03-20,,39.938844,-75.148087,American Woodcock,Scolopax minor,American Woodcock,"Found on Saturday March 20, 2021 by Hope Knight at 3rd and Fitzwater streets in Philadelphia, PA. Found at 10 AM."
bsp99501516,2021-06-29,,39.955142,-75.169244,Virginia Rail,Rallus limicola,Virginia Rail,"Found on Arch Street (exact location unknown) in downtown Philadelphia on June 29, 2021 by Michelle Roberts."
bsp99549509,2021-10-27,2021-10-27 15:39:38 UTC,39.95648,-75.1647028333,Mourning Dove,Zenaida macroura,Mourning Dove,"1505 Race st, S side of building"
bsp99594873,2021-10-25,2021-10-25 20:37:25 UTC,39.9805849722,-75.1561719722,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp99594906,2021-10-26,2021-10-26 13:44:10 UTC,39.9790649722,-75.1555,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp99639862,2021-10-25,2021-10-25 20:30:00 UTC,39.9692514134,-75.1720363439,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,"Supposed car strike found on sidewalk behind Penitentiary, no building windows nearby beside houses across the street."
bsp99674557,2021-10-28,2021-10-28 13:44:30 UTC,39.9808659722,-75.1563139722,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp99674602,2021-10-28,2021-10-28 20:18:47 UTC,39.9814829722,-75.1524909722,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp99674622,2021-10-28,2021-10-28 16:18:42 UTC,39.981371,-75.1524629722,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp99676096,2021-10-28,2021-10-28 17:09:57 UTC,39.9489883333,-75.1715616667,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,Found deceased. Not clear if a window strike or some other cause.
bsp99988852,2021-11-01,,39.952917,-75.168642,Red-breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,Window collision likely.
bsp100064442,2021-11-02,2021-11-02 12:00:00 UTC,39.9759722222,-75.1311722222,Hermit Thrush,Catharus guttatus,Hermit Thrush,"Window strike victim found on sidewalk of E. Eyre Street, beneath NE-facing windows of Memphis Flats loft building. Bird was found alive - breathing - but not alert and immobilized / stunned. Bird was moved into a shoebox for temporary safekeeping, and died shortly before 9:00AM."
bsp100112316,2021-11-02,2021-11-03 01:25:34 UTC,39.97538,-75.130225,Hermit Thrush,Catharus guttatus,Hermit Thrush,Another Hermit Thrush window strike at Memphis Flats.
bsp100317056,2021-11-05,2021-11-05 14:28:01 UTC,39.9807553441,-75.1563072207,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Window strike
bsp100336419,2021-11-05,2021-11-05 19:06:48 UTC,39.9577116667,-75.1748716667,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,"Likely window strike, found on the sidewalk under some new construction homes with big windows"
bsp100356411,2021-11-05,2021-11-05 10:50:37 UTC,39.9805649722,-75.156233,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp100599848,2021-11-08,2021-11-08 14:45:06 UTC,39.9796324827,-75.1553347172,Hermit Thrush,Catharus guttatus,Hermit Thrush,"found right outside of the student center enterance behind a trashcan. No visible injuries, probably window strike"
bsp100638915,2021-11-08,2021-11-08 15:39:57 UTC,39.9820009722,-75.1529629722,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp100733272,2021-11-09,2021-11-10 01:03:45 UTC,39.9798902582,-75.1526693026,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Found dead on 4th or 5th floor of parking lot
bsp100777732,2021-11-10,2021-11-10 16:10:10 UTC,39.9784511398,-75.155186411,American Woodcock,Scolopax minor,American Woodcock,"Found dead, a bit decomposed which indicates the time of death was likely a few days ago. No visible injury, window strike very likely."
bsp100851216,2021-11-10,2021-11-10 21:54:54 UTC,39.9757633333,-75.1307055,Hermit Thrush,Catharus guttatus,Hermit Thrush,Another thrush window strike victim at Memphis Flats
bsp100857612,2021-11-11,2021-11-11 15:53:52 UTC,39.9806339873,-75.1561029825,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,"Window strike on Klatskin sky bridge. Cold, not stiff."
bsp101161777,2021-11-14,2021-11-15 02:01:46 UTC,39.95411635,-75.18691075,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,
bsp101257464,2021-11-11,2021-11-11 20:07:52 UTC,39.9590916667,-75.17592,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Likely window strike
bsp101412619,2021-11-16,,39.955944,-75.166917,Birds,Aves,Birds,
